Game_ID,Away_Abbrv,Home_Abbrv,Away_Score,Home_Score,Game_Away,Game_Home,Game_Year,Game_Date,Game_Tipoff,Game_Location,Neutral_Site,Conference_Competition,Attendance
400498440,UNCA,UK,57,89,UNC Asheville,Kentucky,2013,11/08,18:00:00,Rupp Arena|Lexington|Kentucky,False,False,22413
400503854,MCNS,MSU,56,98,McNeese,Michigan State,2013,11/08,18:00:00,Breslin Center|East Lansing|Michigan,False,False,14797
400502661,DAV,DUKE,77,111,Davidson,Duke,2013,11/08,18:00:00,Cameron Indoor Stadium|Durham|North Carolina,False,False,9314
400498234,ULM,KU,63,80,Louisiana Monroe,Kansas,2013,11/08,19:00:00,Allen Fieldhouse|Lawrence|Kansas,False,False,16300
400502902,CP,ARIZ,62,73,Cal Poly,Arizona,2013,11/08,21:00:00,McKale Center|Tucson|Arizona,False,False,14545
400509954,UML,MICH,42,69,UMass Lowell,Michigan,2013,11/08,18:00:00,Crisler Center|Ann Arbor|Michigan,False,False,12707
400502660,COR,SYR,60,82,Cornell,Syracuse,2013,11/08,18:00:00,Carrier Dome|Syracuse|New York,False,False,24788
400498235,MVSU,OKST,62,117,Mississippi Valley State,Oklahoma State,2013,11/08,19:00:00,Gallagher-Iba Arena|Stillwater|Oklahoma,False,False,9402
400499019,UNF,FLA,69,77,North Florida,Florida,2013,11/08,14:00:00,Exactech Arena at the Stephen C. O&#39;Connell Center|Gainesville|Florida,False,False,10550
400502665,OAK,UNC,61,84,Oakland,North Carolina,2013,11/08,20:00:00,Dean E. Smith Center|Chapel Hill|North Carolina,False,False,15102
400499955,ILST,VCU,58,96,Illinois State,VCU,2013,11/08,18:00:00,Stuart C. Siegel Center|Richmond|Virginia,False,False,7741
400504456,SOU,MARQ,56,63,Southern,Marquette,2013,11/08,19:00:00,BMO Harris Bradley Center|Milwaukee|Wisconsin,False,False,14269
400496834,CONN,MD,78,77,Connecticut,Maryland,2013,11/08,17:30:00,Barclays Center|Brooklyn|New York,True,False,12687
400507033,GTWN,ORE,75,82,Georgetown,Oregon,2013,11/08,19:00:00,Humphreys Community Fitness Center,True,False,2100
400504457,SJU,WIS,75,86,St John's,Wisconsin,2013,11/08,18:00:00,The Pentagon|Sioux Falls|South Dakota,True,False,3523
400502663,M-OH,ND,62,74,Miami (OH),Notre Dame,2013,11/08,18:00:00,Purcell Pavilion|South Bend|Indiana,False,False,7783
400506587,DREX,UCLA,67,72,Drexel,UCLA,2013,11/08,23:00:00,Pauley Pavilion|Los Angeles|California,False,False,6859
400502662,JMU,UVA,41,61,James Madison,Virginia,2013,11/08,18:00:00,John Paul Jones Arena|Charlottesville|Virginia,False,False,11934
400506824,COLO,BAY,60,72,Colorado,Baylor,2013,11/08,21:00:00,American Airlines Center|Dallas|Texas,True,False,5207
400507725,ALBI,EMU,45,77,Albion,Eastern Michigan,2013,11/08,11:00:00,Convocation Center (MI)|Ypsilanti|Michigan,False,False,2677
400499517,AFA,ARMY,79,68,Air Force,Army,2013,11/08,12:00:00,Cameron Hall|Lexington|Virginia,True,False,1652
400507707,MNCH,CMU,49,101,Manchester,Central Michigan,2013,11/08,13:30:00,McGuirk Arena|Mount Pleasant|Michigan,False,False,1767
400498434,CIT,VMI,71,82,The Citadel,VMI,2013,11/08,14:30:00,Cameron Hall|Lexington|Virginia,False,False,3419
400499754,EMP,UMKC,81,76,Emporia State,UMKC,2013,11/08,15:05:00,Municipal Auditorium (MO)|Kansas City|Missouri,False,False,1502
400498238,ALA,OKLA,73,82,Alabama,Oklahoma,2013,11/08,16:00:00,American Airlines Center|Dallas|Texas,True,False,5207
400499215,EKY,FIU,83,61,Eastern Kentucky,Florida Intl,2013,11/08,16:00:00,KSU Convocation Center|Kennesaw|Georgia,True,False,400
400508054,COV,CHAT,56,119,Covenant,Chattanooga,2013,11/08,16:30:00,McKenzie Arena|Chattanooga|Tennessee,False,False,4637
400499219,NORT,UNT,67,72,Northwood University,North Texas,2013,11/08,17:00:00,UNT Coliseum|Denton|Texas,False,False,2236
400502658,BC,PROV,78,82,Boston College,Providence,2013,11/08,17:00:00,Dunkin Donuts Center|Providence|Rhode Island,False,False,11102
400498435,SHEN,CAMP,62,87,Shenandoah,Campbell,2013,11/08,18:00:00,Pope Convocation Center|Buies Creek|North Carolina,False,False,1934
400498436,HP,UNCG,74,82,High Point,UNC Greensboro,2013,11/08,18:00:00,Greensboro Coliseum|Greensboro|North Carolina,False,False,5734
400498439,WEBB,XAV,59,83,Gardner-Webb,Xavier,2013,11/08,18:00:00,Cintas Center|Cincinnati|Ohio,False,False,10250
400498442,RAD,GW,54,76,Radford,George Washington,2013,11/08,18:00:00,Charles E. Smith Center|Washington|District of Columbia,False,False,2531
400498694,CALD,FDU,71,89,Caldwell College,Fairleigh Dickinson,2013,11/08,18:00:00,Rothman Center|Teaneck|New Jersey,False,False,1200
400499018,BEL,LIP,87,83,Belmont,Lipscomb,2013,11/08,18:00:00,Allen Arena|Nashville|Tennessee,False,False,4982
400499020,NKU,PUR,76,77,Northern Kentucky,Purdue,2013,11/08,18:00:00,Mackey Arena|West Lafayette|Indiana,False,False,13033
400499021,STET,CLEM,51,71,Stetson,Clemson,2013,11/08,18:00:00,Littlejohn Coliseum|Clemson|South Carolina,False,False,5200
400499216,AVE,FAU,51,86,Ave Maria,Florida Atlantic,2013,11/08,18:00:00,FAU Arena|Boca Raton|Florida,False,False,1213
400499218,SCST,MRSH,69,85,South Carolina State,Marshall,2013,11/08,18:00:00,Cam Henderson Center|Huntington|West Virginia,False,False,5067
400499220,MOST,ODU,79,67,Missouri State,Old Dominion,2013,11/08,18:00:00,Ted Constant Convocation Center|Norfolk|Virginia,False,False,6780
400499518,COLG,WAKE,78,89,Colgate,Wake Forest,2013,11/08,18:00:00,Lawrence Joel Coliseum|Winston-salem|North Carolina,False,False,7402
400499522,AMER,GMU,60,63,American,George Mason,2013,11/08,18:00:00,EagleBank Arena|Fairfax|Virginia,False,False,6602
400499752,CHS,IND,72,100,Chicago State,Indiana,2013,11/08,18:00:00,Assembly Hall (Indiana)|Bloomington|Indiana,False,False,17472
400502485,MONM,HOF,88,84,Monmouth,Hofstra,2013,11/08,18:00:00,Mack Sports Complex|Hempstead|New York,False,False,2063
400502487,ALBY,SIE,74,62,Albany,Siena,2013,11/08,18:00:00,Times Union Center|Albany|New York,False,False,11311
400502659,APP,NCST,77,98,Appalachian State,NC State,2013,11/08,18:00:00,PNC Arena|Raleigh|North Carolina,False,False,13164
400502664,SAV,PITT,55,88,Savannah State,Pittsburgh,2013,11/08,18:00:00,Petersen Events Center|Pittsburgh|Pennsylvania,False,False,9235
400504208,DEL,RICH,69,71,Delaware,Richmond,2013,11/08,18:00:00,Robins Center|Richmond|Virginia,False,False,6721
400504209,W&M,HAMP,69,77,William & Mary,Hampton,2013,11/08,18:00:00,Convocation Center (VA)|Hampton|Virginia,False,False,4824
400507263,WCMD,HOW,52,69,Washington Coll,Howard,2013,11/08,18:00:00,Burr Gymnasium|Washington|District of Columbia,False,False,1875
